|0000|013|0|01102019|31102019|DICARRO BATERIAS E PNEUS LTDA|05656386000108||MA|122067665|2111300|||A|1|
|0001|0|
|0005|DICARRO BATERIAS SAO LUIS|65054140|RUA SAO FRANCISCO BL 1 LOJA 12|418||FORQUILHA|9832212005|||
|0100|ESCON ESCRITORIO DE CONTABILIDADE EIRELI-EPP|||10540558000113|64014073|RUA SANTA LUZIA|3040||ILHOTAS|8633037105|||2211001|
|0150|6541|SOCIEDADE INDUSTRIAL E COMERCIAL LTDA|1058|05114318000117||124597670|2111300||AVENIDA GUAJAJARAS|300||JARDIM SAO CRISTOVAO|
|0150|6546|DIEGO DE JESUS DE ABREU SILVA|1058|30006741000140||125581327|2111300||RUA 2|18||CIDADE OPERARIA|
|0150|6549|GILMAR L DE O VIANA|1058|23316729000177||124755380|2109601||RUA GENERAL LOTT|2751||CENTRO|
|0150|6552|GEOVANILDO GOMES MARTINS|1058|22892631000103||124708692|2107100||RUA DO PASSEIO|0||CENTRO|
|0150|6554|RAFAEL MUNIZ DE ANDRADE|1058|18674910000115||124166776|2102507||RUA SENADOR VITORINO FREIRE|0||CENTRO|
|0150|6558|EDUARDO GOMES COSTA|1058|27780927000148||125283601|2111003||RUA NOVA|87||CENTRO|
|0150|6560|WIL ROBSON PECAS E SERVICOS AUTOMOTIVOS LTDA|1058|09405472000107||122562518|2111300||RUA DO PROGRESSO|36||VILA PALMEIRA|
|0150|6575|ALCINO ARAUJO REIS|1058|29267980000175||125489870|2100204||AV ANEL DE CONTORNO|200||CENTRO|
|0150|6587|WAGNER HELENO FERREIRA LEITE|1058|22056773000122||124600549|2109809||AV DUQUE DE CAXIAS|105||CENTRO|
|0150|6606|ERICA HENRIQUE COSTA|1058||26953176000151||2110203||RUA SAO LUIS|4022||CENTRO|
|0150|6613|CLENILDE GOMES COSTA|1058|26745806000100||125113250|2102507||TRAVESSA MACELINO FURTADO|0||TAMACAO|
|0150|6640|SUSYANNE DE PAULA DA SILVA|1058|27269464000154||125185715|2111300||AVENIDA GUAXENDUBA|1532||CENTRO|
|0150|6641|ALMEIDA COMERCIO E SERVICOS LTDA|1058|08650858000103||122345444|2109452||EST BR MA 203|3||PIRAMIDE|
|0150|6648|REVISA CAR SERVICE LTDA|1058|02415260000153||125363435|2111300||AVENIDA DANIEL DE LA TOUCHE|200||VILA VICENTE FIALHO|
|0150|6661|ROSIANE COSTA ROCHA GARCIA|1058|27992555000113||125312890|2101707||RUA BOM JESUS|0||CIDADE NOVA|
